_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,fulfilment,pledge,vagueness,orig__golden,country,date,document,fulfilment_gold,fulfilment_gold_reason,head,length,ntoken,pledge_broken,pledge_core,pledge_dummy_gold,pledge_dummy_gold_reason,pledge_gold,pledge_kept,pledge_proxy,pledgepledge,pledgepromise,pub,sampl_id_sent,section,sentence,sentence_id,sentence_post,sentence_pre,text_id,type_sentence,vagueness_gold,vagueness_gold_reason
1824800626,7/23/2018 04:06:52,true,3887061464,true,7/23/2018 04:05:30,false,elite,0.9,44314348,USA,VA,Callaway,ongoing,1,very precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,7/23/2018 04:21:05,true,3887078725,true,7/23/2018 04:15:56,false,elite,0.9,44076036,CAN,ON,London,expected broken,1,very precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,7/23/2018 06:44:26,true,3887215554,,7/23/2018 06:40:29,false,instagc,0.9,26227540,USA,CA,San Francisco,ongoing,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,7/23/2018 15:09:04,true,3888088635,,7/23/2018 15:05:20,false,bitcoinget,0.8,43641877,USA,NY,New York,ongoing,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,7/23/2018 16:15:53,true,3888239792,,7/23/2018 16:14:41,false,bitcoinget,0.9,43856538,USA,NY,New York,ongoing,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,7/24/2018 15:44:46,true,3890734059,true,7/24/2018 15:42:16,false,clixsense,0.8,42820715,GBR,C3,Cambridge,,0,,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,7/25/2018 00:22:41,true,3892667287,true,7/25/2018 00:21:14,false,instagc,0.85,21088425,USA,MI,Battle Creek,expected broken,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,7/25/2018 13:23:46,true,3894029022,true,7/25/2018 13:21:46,false,instagc,0.85,20225558,GBR,E6,Cirencester,,0,,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,7/29/2018 23:29:39,true,3907100342,,7/29/2018 23:27:58,false,instagc,0.95,44654887,USA,FL,Lutz,ongoing,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,8/1/2018 15:55:32,true,3917234880,,8/1/2018 15:52:32,false,prodege,0.8889,8308030,USA,TN,Hermitage,ongoing,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,8/6/2018 15:35:36,true,3937083096,,8/6/2018 15:20:24,false,neodev,0.95,42351141,ESP,29,Getafe,ongoing,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,8/6/2018 15:47:26,true,3937117371,true,8/6/2018 15:46:10,false,neodev,0.8,44127249,VEN,23,Maracaibo,general statement,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,8/6/2018 18:28:46,true,3937516912,,8/6/2018 18:23:18,false,elite,0.8,44457840,VEN,,,ongoing,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,8/7/2018 04:10:46,true,3939535551,,8/7/2018 04:08:22,false,neodev,0.9,44458876,VEN,,,ongoing,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,8/7/2018 04:30:16,true,3939603178,,8/7/2018 04:25:54,false,elite,0.9,44585209,VEN,25,Caracas,ongoing,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
1824800626,8/8/2018 12:26:28,true,3946528854,true,8/8/2018 12:19:42,false,neodev,0.8889,42556239,DOM,5,Santo Domingo,expected broken,1,very precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
